card_type,issuing_bank,card_number,issue_date,expiry_date,billing_date,credit_limit
American Express,American Express,378720528234344,42705,48183,8,116200
Japan Credit Bureau,JCB,3559240245717240,40210,42767,3,27200
Discover,Discover,6011060505798620,42917,50222,6,176300
Discover,Discover,6011701024244910,39173,43556,4,135600
Japan Credit Bureau,JCB,3576731896504400,42125,47239,26,99900
Discover,Discover,6011974066656130,41091,47300,14,175200
Diners Club International,Diners Club,30592248292823,40695,42522,25,44700
Master Card,U.S. Bancorp,5458915546679020,40148,46357,5,188500
American Express,American Express,344661352815355,42186,48030,25,44300
Master Card,Bank of America,5255770889576290,39387,46327,1,168400
Master Card,Chase,5387652238335220,40848,42675,15,123400
Japan Credit Bureau,JCB,3564747308012970,42278,47757,6,66400
Diners Club International,Diners Club,30536561228716,40422,43709,22,142600
Japan Credit Bureau,JCB,3579538869705980,42248,46631,2,193500
Visa,Chase,4801163699419410,41365,42826,9,88000
Visa,Chase,4653137561530750,42309,47423,21,34300
American Express,American Express,342131259180552,40603,44256,23,195300
Discover,Discover,6011262263489600,43040,44501,21,185000
Master Card,GE Capital,5378272711288100,39600,43983,1,101900
Visa,Chase,4439938810468020,40360,40725,22,137000
Discover,Discover,6011770230203220,42309,44501,28,47200
Discover,Discover,6011168715589880,39295,44774,22,26000
Visa,Chase,4010534388812420,42795,46447,13,159100
Visa,Chase,4732507905269920,41214,45231,10,101300
Discover,Discover,6011841398815030,40087,42278,3,168500
Japan Credit Bureau,JCB,3540808793373730,40817,44470,16,84600
Discover,Discover,6011660285379400,41000,46478,7,24100
Discover,Discover,6225159933552910,40299,41395,6,108900
Visa,Chase,4004995636106900,42826,45017,8,156700
Japan Credit Bureau,JCB,3584101278506330,40664,47604,27,118400
American Express,American Express,370441298864651,42156,48731,11,18500
Diners Club International,Diners Club,30494383747606,39264,41456,28,25000
American Express,U.S. Bancorp,375032957592678,41365,45383,18,184200
Discover,Discover,6011075081989720,40118,46692,20,170700
Discover,Discover,6011637491848820,40544,47119,10,166400
Discover,Discover,6011078328886280,41000,45017,23,30000
American Express,USAA,379760906126596,40087,41183,14,121800
American Express,Bank of America,377621556581617,42917,50222,14,155000
Discover,Discover,6529259662210750,39934,40299,11,131400
Diners Club International,Diners Club,30318477901268,39356,41183,25,197300
Master Card,Citibank,5212057094123440,39722,44105,27,147900
Visa,GE Capital,4506841646254040,41153,44075,6,116100
Diners Club International,Diners Club,30978024116585,41760,46874,2,21800
Master Card,Bank of America,5471085714153210,41518,44440,19,158000
Discover,Discover,6011030534322960,40179,45658,25,72800
Discover,Discover,6011256558073370,41030,46874,27,152300
Master Card,Capital One,5222815967865890,41579,48519,3,107700
Diners Club International,Diners Club,30078893982892,42248,43709,11,100800
Japan Credit Bureau,JCB,3547007976742030,42856,45778,2,24300
Japan Credit Bureau,JCB,3571769852255650,41426,48731,19,179300
Visa,Chase,4220780052881860,41671,47880,17,122300
Master Card,Chase,5228876460821550,42095,49035,25,188800
Japan Credit Bureau,JCB,3577500214914200,42522,49827,22,183800
Diners Club International,Diners Club,30983762772870,40330,42522,14,123700
American Express,American Express,343246839003451,41334,43525,28,180200
American Express,American Express,347897017250177,42064,45352,6,50200
American Express,American Express,372229427663005,39845,40575,13,176900
Diners Club International,Diners Club,30130628615345,39904,41365,10,169700
Japan Credit Bureau,JCB,3569010035875740,41609,46357,2,168500
Visa,Chase,4674956812897430,42522,48000,4,31800
American Express,American Express,373693420856206,39539,41365,20,46300
Visa,Chase,4873484317737060,42461,43191,6,126300
Master Card,Chase,5293241239528370,39264,45839,20,101200
Master Card,Bank of America,5203538895078880,39083,42736,24,63200
Visa,Chase,4780356328177320,41730,46844,9,137900
Diners Club International,Diners Club,39754596598687,40544,43466,9,77800
Discover,Discover,6011830099919770,43040,46692,3,152200
Visa,Capital One,4465359272041990,40026,44409,6,77500
Master Card,Citibank,5319202030819620,41852,48792,13,108600
American Express,American Express,348685114022931,41883,42979,24,19700
Master Card,Bank of America,5373396753969460,42064,45352,7,87600
Master Card,U.S. Bancorp,5449699565846320,41730,46844,27,121300
Japan Credit Bureau,JCB,3531458547407200,42309,49249,2,141000
Master Card,Wells Fargo,5169988512883970,41579,48153,12,93100
Diners Club International,Diners Club,30920942348387,39508,41334,20,15500
American Express,American Express,346893858762173,42095,45017,9,113900
American Express,U.S. Bancorp,341182836347801,43040,48519,12,36100
Discover,Discover,6011313155331150,42278,45931,7,114600
Diners Club International,Diners Club,30573059353565,41395,42125,13,78400
Diners Club International,Diners Club,39443650765826,39934,46508,19,52900
Visa,Bank of America,4144235804273130,43070,46357,27,154200
Visa,Citibank,4849744433319300,42430,44621,9,119300
Master Card,Citibank,5423053736774390,42309,46327,22,36100
Japan Credit Bureau,JCB,3547734097347450,39173,39904,10,151700
Japan Credit Bureau,JCB,3576346923524710,42614,49188,12,122100
Diners Club International,Diners Club,30267356489590,41671,43862,10,131700
Diners Club International,Diners Club,30343406916484,40210,40575,16,126900
Discover,Discover,6540615549661190,42948,49157,4,78300
Japan Credit Bureau,JCB,3537929949910770,40695,46539,24,105000
American Express,American Express,375880168213173,39783,43800,1,87300
Master Card,Chase,5486260902456960,39295,45505,15,142100
American Express,American Express,374684145539606,40695,43983,13,21200
Master Card,Barclays,5391190682557730,42856,46143,22,119900
Diners Club International,Diners Club,30095424830754,39814,40544,5,177900
Diners Club International,Diners Club,36888753893532,41456,47300,28,152400
Japan Credit Bureau,JCB,3572079453616970,42979,49919,10,76900
Japan Credit Bureau,JCB,3546765185003930,42005,48945,4,19400
Japan Credit Bureau,JCB,3570425720092790,39173,42826,7,115600
Diners Club International,Diners Club,30453388413861,41852,44044,2,79900
Diners Club International,Diners Club,30910938898883,42736,43101,6,177600
Master Card,Chase,5168775219616630,41852,48061,8,112700
Discover,Discover,6444249983342390,41183,48488,5,177900
Visa,Chase,4624648637122520,40940,45689,2,198600
Discover,Discover,6011570058255040,40575,41671,4,16900
Japan Credit Bureau,JCB,3556690949964750,42887,48366,23,47800
Diners Club International,Diners Club,30197067226124,39539,42826,8,147400
Master Card,Barclays,5446267294409350,42430,45717,13,132900
American Express,American Express,378835904550293,39661,45139,9,77600
Diners Club International,Diners Club,30415106919008,39326,40422,19,41600
Diners Club International,Diners Club,30492415321127,42979,47362,15,25900
Master Card,Citibank,5463242876280540,41791,46905,28,116000
Diners Club International,Diners Club,30158294535869,39692,40787,20,167900
Discover,Discover,6011460080946320,41518,48092,5,106900
Visa,PNC,4889848872015440,40210,46054,7,177500
Diners Club International,Diners Club,36823477849072,40087,44105,3,22600
Master Card,Barclays,5195293666286350,40634,42095,27,51800
Master Card,Citibank,5138413666772130,40269,47209,2,56600
Japan Credit Bureau,JCB,3557988447753050,41883,42248,25,119100
Visa,PNC,4627444012908590,42614,42979,17,174000
Discover,Discover,6011812508763540,40148,45992,2,103800
Japan Credit Bureau,JCB,3545015744407610,39142,43891,4,75800
American Express,American Express,347283739964736,42795,44256,16,45000
Master Card,Chase,5463613223588210,43070,43800,11,55100
Visa,Chase,4445335541731050,41730,43922,10,79200
Japan Credit Bureau,JCB,3585687298123690,39630,39995,26,24900
Visa,Capital One,4097825836117800,40238,42430,15,197100
Diners Club International,Diners Club,30909253674762,40878,44166,8,130800
Visa,Bank of America,4121643667812060,42005,46753,20,186900
American Express,U.S. Bancorp,377353286797566,42767,46784,3,166100
American Express,Bank of America,373053753635984,41699,48639,21,89800
Diners Club International,Diners Club,30560108611184,40148,42705,8,93400
Visa,Chase,4012493542764350,40391,47696,19,144100
Diners Club International,Diners Club,30915852455917,39661,44409,21,113000
Discover,Discover,6011828798664380,40148,45261,28,163500
Diners Club International,Diners Club,30079252253248,41913,47392,3,70000
Diners Club International,Diners Club,30213400224807,42125,47969,10,138800
Visa,Chase,4512171199205740,41944,49249,6,124400
American Express,American Express,371912925686187,40422,46266,20,161600
Discover,Discover,6011647090228300,40026,46966,11,175400
Discover,Discover,6011545789791430,41306,42767,14,138900
Discover,Discover,6011040385971710,39722,40817,16,62700
Visa,Citibank,4967172769858830,40330,46905,25,150200
Visa,Chase,4624246159311060,42522,45444,9,169500
Discover,Discover,6011613831916900,41944,48884,18,147000
Master Card,Bank of America,5294840072886330,42552,44743,5,100700
Japan Credit Bureau,JCB,3579590271370970,41214,45597,1,29700
Japan Credit Bureau,JCB,3560852979258230,41487,42583,1,122900
Discover,Discover,6011975698918510,39995,40725,9,146300
Japan Credit Bureau,JCB,3559250480913950,41487,48061,7,28900
Visa,Barclays,4753251065589350,42826,46844,12,58500
Japan Credit Bureau,JCB,3560159266124160,40969,47908,2,133800
Master Card,Chase,5268950601717830,40940,46054,16,52700
Master Card,Barclays,5449162262674090,42309,43770,11,191000
Visa,USAA,4500202128474150,40238,40969,9,76300
American Express,American Express,347042273971816,39814,47119,12,41000
Japan Credit Bureau,JCB,3575581391083080,41091,45108,14,115400
Master Card,U.S. Bancorp,5181300244613750,39356,46661,24,96600
Master Card,Citibank,5116901160340860,40575,47150,26,65900
Visa,PNC,4302136564882570,39387,45231,5,95400
Japan Credit Bureau,JCB,3574255592665200,42339,44896,5,140200
Discover,Discover,6011617785767990,41306,45323,26,84200
American Express,American Express,371419710499362,42156,44713,18,113600
Visa,Citibank,4077503797454990,39539,42461,2,81700
Discover,Discover,6011709170435210,41000,42461,25,106800
Discover,Discover,6011582667437140,39114,44228,1,29400
American Express,Bank of America,345306267639982,39173,45383,1,142600
Master Card,Citibank,5207554783642430,42826,50131,12,83200
Japan Credit Bureau,JCB,3533102354217680,41518,46997,15,175700
Master Card,Citibank,5483159393314090,41640,46753,17,174300
Master Card,Chase,5415033766218530,41944,43405,5,42300
Diners Club International,Diners Club,30413156622838,43009,43739,19,20700
American Express,American Express,377795972862585,41913,47392,1,132300
Diners Club International,Diners Club,30972195234459,41791,47635,17,52500
Discover,Discover,6227501440250050,39356,45200,24,141700
Visa,GE Capital,4266666973251690,40909,46388,25,166200
Discover,Discover,6011407027967890,40848,41944,23,106600
Diners Club International,Diners Club,30587118029792,40909,45658,20,107800
Visa,U.S. Bancorp,4205164241612170,39508,40603,12,137500
Japan Credit Bureau,JCB,3582352277948450,42795,43525,12,170800
Visa,First National,4969804289100450,39479,42767,17,24400
Diners Club International,Diners Club,30064555124346,43009,48488,16,17900
Diners Club International,Diners Club,30497754706945,42461,48670,1,29600
Visa,Barclays,4880007890987870,41456,42917,14,142200
Discover,Discover,6465249160390240,41334,43891,14,165100
American Express,USAA,375425486528546,40909,42736,26,106800
Diners Club International,Diners Club,38392680923668,41883,43709,9,180000
Japan Credit Bureau,JCB,3570786984755250,39904,45017,28,18900
Japan Credit Bureau,JCB,3542445799487110,42675,46327,22,155900
Japan Credit Bureau,JCB,3562451971752570,40057,46997,19,42800
Master Card,Citibank,5325373502424960,41640,45292,13,118800
Discover,Discover,6011479124907600,39356,43739,28,195400
American Express,USAA,341847934871510,40725,45839,6,190200
American Express,Bank of America,378955923292683,39326,46631,12,76300
Master Card,Capital One,5329612105494780,39630,46569,14,140800
Discover,Discover,6011432912855860,39356,45200,20,88900
Diners Club International,Diners Club,30239101421996,39295,44044,10,52400
Diners Club International,Diners Club,30950044041085,42736,46023,18,46700
Master Card,Capital One,5481255053925360,40360,45839,16,108000
Diners Club International,Diners Club,30528681498527,41275,45658,9,140400
Master Card,GE Capital,5268229491831790,40940,47880,22,150100
Master Card,Bank of America,5112514750946280,41395,41760,20,110800
Japan Credit Bureau,JCB,3535997969955120,42705,46357,7,134100
Master Card,Chase,5196745704259130,39783,45627,25,140200
Discover,Discover,6227770516902910,42461,44652,19,129000
Discover,Discover,6011927997969630,41334,44621,21,143000
Discover,Discover,6011774345739160,40148,40513,14,75800
Master Card,Chase,5330328322824930,41791,48366,4,152400
American Express,American Express,349199348947250,41579,42309,25,177500
Diners Club International,Diners Club,30094213643742,39904,41730,1,78900
Diners Club International,Diners Club,30978442288388,40575,40940,18,87700
Japan Credit Bureau,JCB,3534171649579230,39264,40725,26,95300
Master Card,USAA,5334965693836210,42095,42826,28,171700
Visa,Wells Fargo,4113342361970800,40087,40817,24,108000
Visa,Barclays,4574997360300980,42156,43983,25,196500
Diners Club International,Diners Club,30422706364114,40299,45413,10,120600
Master Card,Chase,5463820298194810,42583,46966,19,78900
American Express,American Express,374856235372722,39873,45717,2,108300
American Express,Bank of America,344918399132495,39845,44228,2,35600
Visa,First National,4292813674044260,40787,43709,3,104300
Master Card,Barclays,5234177136328560,42461,43556,27,170600
